Iteration                Wall_Time                Samples                  Train_Return             Train_Paths              Test_Return              Test_Paths               Critic_Loss              Critic_Steps             Actor_Loss               Actor_Steps              Adv_Mean                 Adv_Std                  Adv_Weights_Min          Adv_Weights_Mean         Adv_Weights_Max          
2750                     2.812107011609607        6171844                  254.98666485802462       473                      236.64679377563732       32                       0.004156539561571898     601398                   -0.6142815011678854      3001454                  -0.25108603              8.951655                 1.9250038e-08            8.643039                 120304.414               
2800                     2.855354284842809        6280945                  251.84175998091465       475                      228.78630371666415       32                       0.005584583631375941     612034                   -0.5750330483041158      3054518                  -0.17714372              10.267717                4.662205e-10             50.69875                 557271.75                
2850                     2.899177158077558        6390948                  259.2917303927602        468                      272.0468933773516        32                       0.0040137836237273145    622755                   -0.6133916277538314      3108025                  0.1395807                8.653715                 4.908359e-09             23.672434                454059.62                
2900                     2.9431483125686646       6500874                  257.22275667504414       478                      260.86465362510705       32                       0.00435859416898393      633470                   -0.5933332253406398      3161495                  -0.22986579              8.981102                 7.0886528e-09            302.45837                3400478.8                
2950                     2.987829114662276        6613504                  257.2287966014994        499                      214.96005401646408       32                       0.004424434378399827     644446                   -0.6272713313922423      3216274                  -0.38535866              9.268455                 1.7544785e-08            6.3465333                30518.168                
3000                     3.031999118990368        6724177                  253.2105392275641        476                      250.81932505727647       32                       0.005233491692587594     655227                   -0.611136259325897       3270106                  -0.39998454              10.03286                 2.9424918e-06            68.83067                 2243696.5                
3050                     3.076366203493542        6834809                  257.5466610981169        477                      249.46569065801737       32                       0.004237073745453757     666008                   -0.6349779034026282      3323918                  -0.0028117683            9.098224                 3.0700747e-08            9.553268                 93484.14                 
3100                     3.1195123975806767       6943651                  256.51894289021345       474                      250.3455284014528        32                       0.004427328776409276     676615                   -0.612354688707927       3376856                  -0.14479327              9.014007                 1.2569204e-07            16.776974                138246.28                
3150                     3.1635000146097605       7055399                  255.30028725113738       493                      249.09747378257882       32                       0.00382956029114565      687505                   -0.5781508270205764      3431206                  -0.1389791               8.688169                 1.5427828e-08            76.79766                 2389389.0                
3200                     3.2067492999633154       7165955                  263.363370120238         495                      264.4377937651314        32                       0.0043437212835753325    698277                   -0.6189645805659784      3484972                  0.21200724               9.051525                 3.7560568e-08            136.70229                3856640.5                
3250                     3.2493328215016257       7275450                  265.3313769526277        490                      260.5553245833944        32                       0.0034355443456898565    708946                   -0.6238675112876634      3538221                  0.5598399                8.304289                 4.187338e-09             242.14005                11610050.0               
3300                     3.2927836240000197       7385979                  257.20059725432816       498                      267.3930831834934        32                       0.004891383139443059     719717                   -0.586995558634556       3591969                  0.13978517               9.645493                 9.022987e-08             11.643732                246178.38                
3350                     3.337212112347285        7497522                  258.54313334374604       471                      240.27755242760603       32                       0.003589111034858954     730589                   -0.6315484705105634      3646229                  0.20362751               8.278923                 2.8320602e-07            29.201939                380878.22                
3400                     3.3815692603588103       7608091                  257.3386464783208        468                      253.02492147748026       32                       0.0038921590204592104    741366                   -0.634725199117289       3700016                  0.18354769               8.72102                  5.8557905e-08            38.763256                520092.16                
3450                     3.4243014522393547       7718045                  263.8510346444786        500                      257.17830629130344       32                       0.003503298974251962     752078                   -0.5853287473711326      3753485                  -0.13450743              8.243593                 8.376903e-12             904.4186                 20903412.0               
3500                     3.467823805014292        7828213                  267.24620424231193       485                      285.83258766380817       32                       0.0032385778981585834    762816                   -0.6309471379697712      3807064                  -0.27878928              7.767613                 3.154825e-12             8.228422                 42363.13                 
3550                     3.5108999791410236       7937328                  257.5537098309568        489                      277.65699989650483       32                       0.005888857547705772     773448                   -0.5972812202946768      3860130                  -0.53552514              10.572403                1.4325045e-08            109.35005                3942736.5                
3600                     3.554049577448103        8046264                  270.45008610070806       468                      277.3991592066086        32                       0.003799516126650189     784064                   -0.6194979326440654      3913116                  -0.3016455               8.638522                 1.8821469e-09            6.925394                 60875.28                 
3650                     3.5968689344326656       8155443                  269.94186222643407       493                      276.73283577792586       32                       0.0032836560599148012    794704                   -0.6306498441437062      3966212                  0.089714326              7.9184017                5.7346755e-10            29.277683                598997.0                 
3700                     3.6396746603647867       8264677                  264.59607657606415       493                      267.6388535092412        32                       0.003137022969825416     805348                   -0.5977444118923612      4019333                  0.106742494              7.928378                 3.704086e-08             13.6224                  231778.3                 
3750                     3.6829452315304017       8374449                  269.4412065366107        490                      276.68712500619006       32                       0.003545779292866335     816045                   -0.5627231225813719      4072721                  -0.38595778              8.294719                 4.646317e-07             388.68448                11395855.0               
3800                     3.7261998843484454       8484269                  265.28867234120605       480                      266.6098158429098        32                       0.003712822849623823     826748                   -0.6388699881451174      4126133                  -0.11081189              8.495218                 1.0919398e-07            8575.446                 402923260.0              
3850                     3.769501438405779        8593827                  262.43604018784987       491                      277.068911070123         32                       0.004491897207675594     837426                   -0.616735500085425       4179413                  0.06662551               9.340851                 4.978179e-08             26.062284                295505.62                
3900                     3.8119365606705347       8702304                  268.33257149572813       489                      266.9530027439923        32                       0.003185576706562402     847994                   -0.6171123620235559      4232162                  -0.4475636               7.7361484                1.7008006e-08            5.16861                  54189.47                 
3950                     3.8553237357404497       8812683                  263.9090785249406        492                      256.63057373476033       32                       0.0030064990645960756    858749                   -0.5943875952241978      4285841                  -0.31150764              7.513085                 5.1223502e-08            119.457306               1710639.6                
4000                     3.898771143356959        8922708                  265.11515378977947       478                      281.7117125252531        32                       0.003888017438315406     869472                   -0.6053160719096367      4339357                  0.25712186               8.598974                 1.792617e-07             25.50586                 159927.25                
4050                     3.942333096530702        9033554                  262.02837864623405       489                      268.1319225598041        32                       0.004059858080269634     880273                   -0.6248984715002418      4393270                  0.03420446               8.738642                 4.7996946e-07            16.92526                 155192.0                 
4100                     3.9851649451255797       9143923                  258.964148766013         497                      282.16375859436846       32                       0.003989959756533305     891029                   -0.63380140541657        4446942                  0.53249663               8.705367                 1.8344855e-07            4.5297832                22318.818                
4150                     4.02863912112183         9253430                  259.1167016815862        497                      253.9667034316018        32                       0.004765713388480029     901704                   -0.6074574738886015      4500193                  0.0871011                9.558683                 4.0379916e-07            620.5198                 29330194.0               
4200                     4.0715397839413745       9362439                  268.3867387911699        497                      258.1875479430623        32                       0.003110772546599893     912325                   -0.6136793001430241      4553201                  -0.21535908              7.8532205                6.6697076e-10            25.957142                343539.34                
4250                     4.113934605585205        9472171                  260.7864929408495        505                      261.1917648945369        32                       0.004247835049262414     923021                   -0.5939867245886572      4606563                  -0.14593817              8.715062                 3.2946332e-08            12591.334                404298940.0              
4300                     4.157102279596859        9582702                  256.76431380979966       487                      260.15551432061255       32                       0.004264613798072746     933793                   -0.599361326804131       4660320                  -0.4989055               9.055314                 1.2813461e-08            483.4137                 17959066.0               
4350                     4.200715786880917        9693424                  265.0161767290639        485                      278.2176039459639        32                       0.002742147267754398     944582                   -0.6261947540465943      4714172                  -0.36545512              7.3155174                9.468863e-11             3964.7205                194531260.0              
4400                     4.242679225868649        9801570                  263.35384650259186       509                      276.9160404481735        32                       0.003128339427177895     955118                   -0.6138214455511337      4766754                  0.57416755               7.7333274                1.1895454e-10            121.74445                3364787.5                
4450                     4.285516591734356        9911159                  267.07792448079164       480                      250.51202064165543       32                       0.0030098723810772564    965798                   -0.633264080371732       4820057                  0.48441187               7.6945705                1.6279998e-08            13.0859585               177427.95                
4500                     4.328186367750168        10020642                 265.58178890999534       504                      265.0646818821828        32                       0.003984221475041328     976465                   -0.6000643366587138      4873294                  -0.092836045             8.5960045                3.9960737e-09            533.95465                11402356.0               
4550                     4.371349965731303        10130607                 261.10084733613          499                      266.6470649452248        32                       0.0028615566442639047    987183                   -0.6134644118783213      4926770                  -0.2650935               7.4513936                5.630951e-09             1698.0997                80439380.0               
4600                     4.4146258164114425       10240632                 268.9967881743431        483                      285.71030758849895       32                       0.0032212049213807973    997905                   -0.61262378464657        4980281                  -0.0991295               7.7227764                2.6425635e-09            2876.103                 96119210.0               
4650                     4.458505425585641        10352526                 269.19838593334896       493                      279.2343210381176        32                       0.0027276155960500536    1008809                  -0.6020723839224514      5034703                  -0.012151949             7.203566                 2.9744524e-10            11.875357                395548.66                
4700                     4.502528686059846        10463494                 269.4085798397301        477                      251.53617206999036       32                       0.0029030279934126445    1019621                  -0.6315888658081744      5088676                  0.23891099               7.388881                 1.7945601e-09            432.04553                8279156.5                
4750                     4.545273872680134        10573674                 267.3221565219221        511                      264.64161867869          32                       0.0032010934722255654    1030357                  -0.585097893034222       5142249                  0.029847024              7.8609176                1.3394294e-08            981.5174                 28396476.0               
4800                     4.589013918638229        10684383                 261.8482025493121        478                      276.2393362465421        32                       0.00371615669410217      1041147                  -0.6004363651803359      5196099                  -0.028305748             8.434274                 3.948516e-09             16.018864                181864.16                
4850                     4.631341367496384        10793852                 272.86368077254144       514                      283.0959033777346        32                       0.0021209229122508655    1051811                  -0.5899462177805657      5249323                  -0.31104273              6.4177904                1.4035606e-11            12.204502                228380.42                
4900                     4.674697450664309        10905350                 263.82100229215075       509                      285.11108001258816       32                       0.0028505627460743426    1062677                  -0.5896073938958526      5303539                  -0.15420648              7.5493135                4.5683074e-10            596.7302                 23118074.0               
4950                     4.718742093112733        11017406                 264.3729234953           487                      273.13352439184644       32                       0.0031783201477744365    1073599                  -0.6012441732902096      5358042                  -0.07934998              7.838687                 1.09927505e-10           4.7554626                47410.08                 
5000                     4.761406774057282        11127362                 272.32240496216036       512                      279.0410547901941        32                       0.0030450295964512255    1084312                  -0.5947189822368043      5411505                  -0.13588628              7.5711784                4.515016e-10             77.1125                  1497356.2                
5050                     4.804210873511103        11237372                 268.4027017635874        507                      274.8285800083863        32                       0.002551634164783062     1095033                  -0.590058619253769       5464998                  0.16259997               7.0810943                1.8662313e-10            4116.4326                105190040.0              
5100                     4.847632739742597        11347519                 273.81432908742505       469                      276.21641555515475       32                       0.0013752091262075636    1105766                  -0.6732961094512372      5518572                  0.20358275               5.319752                 0.00013889358            186.00179                3681924.2                
5150                     4.890962561567624        11457003                 274.5622871120739        488                      286.56874664750353       32                       0.0016566164436794463    1116435                  -0.585616336042065       5571816                  -0.18677145              5.763184                 1.3842423e-12            23.027184                329036.88                
5200                     4.935160298082564        11567775                 277.45933374709483       491                      277.93743298335335       32                       0.0014287392022433105    1127231                  -0.6753406170132435      5625689                  -0.14835547              5.3749433                2.7512117e-05            23.883204                296727.28                
5250                     4.978408874140845        11677164                 278.80056132757403       506                      270.0899125139106        32                       0.001107944924140645     1137890                  -0.6420844095045982      5678879                  0.10603586               4.667655                 4.716487e-06             724.1832                 22509482.0               
5300                     5.02390363878674         11788772                 275.1444998423271        496                      276.62923543265885       32                       0.002082241017643998     1148765                  -0.5719753052831745      5733159                  -0.1397161               6.4427233                2.8519128e-13            2.085884                 11172.3955               
5350                     5.066779919928974        11898986                 278.171177694033         512                      272.78628577818387       32                       0.0011185435621951108    1159501                  -0.6590774636803428      5786751                  0.14829631               4.6647983                6.177532e-08             4.6563                   22110.145                
5400                     5.108900010519558        12007583                 278.1880308150341        525                      276.9141365756294        32                       0.0012392734534272523    1170081                  -0.6669483703212863      5839549                  0.12231131               5.0020957                9.02448e-09              678.43915                20949354.0               
5450                     5.151518544488483        12116869                 275.1175382367181        501                      281.35320819573917       32                       0.002289830644925435     1180728                  -0.5811253087960787      5892692                  -0.012931833             6.5632615                1.8644666e-10            130684.39                6014235000.0             
5500                     5.193522370523876        12225858                 279.36548240072347       525                      284.26712617632586       32                       0.0011444624402735493    1191346                  -0.6535278684339277      5945680                  -0.030137261             4.697089                 1.9279387e-09            2511.5967                65363950.0               
5550                     5.236805889142884        12337509                 276.16069785866455       512                      282.4854174808249        32                       0.001161240579510823     1202225                  -0.6186787272878614      5999974                  -0.16338836              4.8189                   1.0367795e-08            1070.8046                34039524.0               
5600                     5.278664608796437        12445721                 277.7450213755648        513                      280.0693751001119        32                       0.0013689814066445386    1212765                  -0.6249568896665892      6052586                  0.09419013               5.1916094                1.4871283e-11            6.6352105                44005.336                
5650                     5.321744202242957        12558036                 278.9787358784487        547                      275.2685334722632        32                       0.0010465055561521977    1223704                  -0.656583822549988       6107184                  0.103419185              4.609996                 1.1323822e-10            3.1868138                13097.504                
5700                     5.364307342370351        12668285                 275.9929440418839        525                      286.2488484841041        32                       0.0021121940882922394    1234445                  -0.5838644114236625      6160783                  0.3637063                6.4149895                7.0110334e-11            10.27719                 103136.04                
5750                     5.406656363473998        12777750                 276.5127515280803        525                      282.98960711253756       32                       0.0016372701456380445    1245110                  -0.6239800928690005      6214001                  0.10750156               5.779461                 2.501404e-09             169.79941                2514846.8                
5800                     5.450231411457062        12889411                 276.8710095920514        526                      290.03385620348035       32                       0.0014714204733914668    1255985                  -0.579159382086388       6268289                  0.184549                 5.4080725                7.7381136e-11            16.089048                172002.7                 
5850                     5.492208417918947        12998588                 280.209865321343         516                      281.1737604127707        32                       0.0012470245639854501    1266620                  -0.6513310926700152      6321370                  0.22101888               4.889529                 2.543792e-09             434.51556                9262556.0                
5900                     5.533357259432475        13106850                 281.0141330648963        546                      283.2939408165898        32                       0.0015232362453406457    1277164                  -0.5897895415247334      6373988                  -0.12994322              5.4598894                9.833537e-12             57.88642                 2421345.2                
5950                     5.574164905415641        13215224                 279.4810384852184        563                      278.55339134982404       32                       0.0011110597235314986    1287719                  -0.6230444143889811      6426652                  0.05473017               4.657583                 1.6396154e-10            4914668.5                241775410000.0           
6000                     5.61587049709426         13324358                 277.8763766767656        548                      283.1447271844851        32                       0.000860301638717082     1298346                  -0.7252292101126743      6479695                  0.17788634               4.1106377                5.880439e-07             9.773901                 123900.0                 
6050                     5.658106643292639        13433397                 279.72369828377356       533                      279.51884808354583       32                       0.001863461525286015     1308969                  -0.6047853872595556      6532699                  0.09586057               6.0332155                8.045137e-15             3.1098669                48405.734                
6100                     5.700569879147742        13543426                 279.3906991889644        518                      294.103216574693         32                       0.0013217805948072267    1319687                  -0.6361030652685072      6586193                  0.012099575              5.0453324                1.6977474e-08            1329.4761                49840600.0               
6150                     5.742785527838601        13653051                 274.43353331030943       526                      265.28971595248777       32                       0.0022953514847458834    1330363                  -0.5547019264914773      6639489                  -0.2475588               6.720768                 3.148875e-11             211.34328                8188244.0                
6200                     5.783821392920282        13761705                 278.356443868423         549                      285.1521920642228        32                       0.0017851607667075263    1340947                  -0.5709237391567312      6692301                  -0.23046818              6.239515                 1.3233075e-11            182.36362                5032723.5                
6250                     5.8272231778833605       13872854                 277.15117788010355       516                      273.9815851367092        32                       0.0017564047386150548    1351776                  -0.5710149481745049      6746343                  -0.12842652              5.8223166                4.032176e-15             173.27985                4218839.5                
6300                     5.871301600270801        13983039                 272.22392364578775       510                      269.1697276875868        32                       0.002116711430288666     1362514                  -0.5979666695609078      6799919                  0.4544282                6.312062                 5.7885674e-10            24.970207                611381.75                
6350                     5.914692012733883        14092780                 271.99175530222163       519                      278.9858853007845        32                       0.0017912239563174365    1373205                  -0.6026205221036586      6853277                  0.0722762                5.903311                 1.2670594e-10            11.675615                252215.42                
6400                     5.956880896091461        14202272                 280.2100387706158        545                      284.77855498793866       32                       0.0010383675037990516    1383869                  -0.6382455860996599      6906495                  -0.025427386             4.5502577                6.3931586e-15            96.6685                  1616094.0                
6450                     5.9990853050020005       14312467                 272.938794594726         537                      280.85771428305435       32                       0.0031475141352298214    1394604                  -0.5472005608039661      6960065                  -0.075376764             7.777128                 5.4240137e-11            13.502658                87770.07                 
6500                     6.0417081053389445       14422563                 277.64484493966603       510                      276.6076211084176        32                       0.0011642988532634792    1405328                  -0.6472234716556342      7013598                  -0.33628199              4.961122                 6.753192e-11             276.5059                 6006820.0                
6550                     6.083377394411299        14531466                 279.2871882411921        532                      282.0350459822005        32                       0.0008517934757972432    1415937                  -0.7073081411966463      7066535                  -0.16479096              4.066981                 1.9908179e-05            2034.5254                98536840.0               
6600                     6.124882357782788        14639274                 275.9918793302218        513                      266.987226019725         32                       0.001408649156394514     1426438                  -0.6545154164138349      7118948                  0.14024645               5.16544                  9.263253e-11             827.37463                22974860.0               
6650                     6.166465043491788        14748417                 279.7466228468985        539                      272.5510920788199        32                       0.0012813489330877172    1437068                  -0.6528528207818707      7172002                  0.0021636384             4.9981055                1.7654703e-14            16.254644                623850.5                 
6700                     6.208155613674058        14856685                 278.53001316082106       525                      281.0520841270321        32                       0.0017113607554208664    1447616                  -0.6128643508184524      7224636                  0.41923276               5.8672214                3.9282358e-12            181.74655                5662934.5                
6750                     6.250153764287631        14965373                 278.93464584779036       545                      280.575317839995         32                       0.0010013141565852696    1458200                  -0.6642537737424489      7277465                  -0.23212753              4.444253                 2.0568544e-08            64.11503                 2287999.8                
